sample	contig	bgc_candidate_id	product_activity	protein_id	gene_start	gene_end	pfam_id	protein_id_1	clan	pfam	family	description	taxid	taxonomy
SRR6145058	k99_7216	k99_7216_2-3523.1	NA	k99_7216_k99_7216_3	1176	1758	PF00583	0.59327	CL0257	Acetyltrans	Acetyltransf_1	Acetyltransferase (GNAT) family	1747	Cutibacterium acnes
SRR6145058	k99_7216	k99_7216_2-3523.1	NA	k99_7216_k99_7216_4	1877	3152	PF01593	0.6932	CL0063	NADP_Rossmann	Amino_oxidase	Flavin containing amine oxidoreductase	1747	Cutibacterium acnes
SRR6145058	k99_7216	k99_7216_2-3523.1	NA	k99_7216_k99_7216_4	1877	3152	PF13450	0.64609	CL0063	NADP_Rossmann	NAD_binding_8	NAD(P)-binding Rossmann-like domain	1747	Cutibacterium acnes
SRR6145058	k99_7216	k99_7216_2-3523.1	NA	k99_7216_k99_7216_4	1877	3152	PF07992	0.60936	CL0063	NADP_Rossmann	Pyr_redox_2	Pyridine nucleotide-disulphide oxidoreductase	1747	Cutibacterium acnes
SRR6145058	k99_7216	k99_7216_2-3523.1	NA	k99_7216_k99_7216_4	1877	3152	PF00890	0.58973	CL0063	NADP_Rossmann	FAD_binding_2	FAD binding domain	1747	Cutibacterium acnes
SRR6145058	k99_7216	k99_7216_2-3523.1	NA	k99_7216_k99_7216_4	1877	3152	PF01946	0.58602	CL0063	NADP_Rossmann	Thi4	Thi4 family	1747	Cutibacterium acnes
SRR6145058	k99_7216	k99_7216_2-3523.1	NA	k99_7216_k99_7216_4	1877	3152	PF01266	0.56816	CL0063	NADP_Rossmann	DAO	FAD dependent oxidoreductase	1747	Cutibacterium acnes
SRR6145058	k99_7216	k99_7216_2-3523.1	NA	k99_7216_k99_7216_4	1877	3152	PF13738	0.48295	CL0063	NADP_Rossmann	Pyr_redox_3	Pyridine nucleotide-disulphide oxidoreductase	1747	Cutibacterium acnes
SRR6145058	k99_7216	k99_7216_2-3523.1	NA	k99_7216_k99_7216_4	1877	3152	PF01494	0.52717	CL0063	NADP_Rossmann	FAD_binding_3	FAD binding domain	1747	Cutibacterium acnes
SRR6145058	k99_7216	k99_7216_2-3523.1	NA	k99_7216_k99_7216_5	3229	3523	PF16646	0.59204	NA	NA	AXIN1_TNKS_BD	Axin-1 tankyrase binding domain	1747	Cutibacterium acnes
SRR6145058	k99_7217	k99_7217_611-1061.1	antibacterial	k99_7217_k99_7217_3	611	1061	PF09339	0.57133	CL0123	HTH	HTH_IclR	IclR helix-turn-helix domain	1747	Cutibacterium acnes
SRR6145058	k99_3454	k99_3454_7086-7914.1	NA	k99_3454_k99_3454_6	7086	7914	PF01209	0.43936	CL0063	NADP_Rossmann	Ubie_methyltran	ubiE/COQ5 methyltransferase family	1747	Cutibacterium acnes
SRR6145058	k99_3454	k99_3454_7086-7914.1	NA	k99_3454_k99_3454_6	7086	7914	PF13489	0.45211	CL0063	NADP_Rossmann	Methyltransf_23	Methyltransferase domain	1747	Cutibacterium acnes
SRR6145058	k99_3454	k99_3454_7086-7914.1	NA	k99_3454_k99_3454_6	7086	7914	PF13847	0.44191	CL0063	NADP_Rossmann	Methyltransf_31	Methyltransferase domain	1747	Cutibacterium acnes
SRR6145058	k99_3454	k99_3454_7086-7914.1	NA	k99_3454_k99_3454_6	7086	7914	PF05219	0.46627999999999997	CL0063	NADP_Rossmann	DREV	DREV methyltransferase	1747	Cutibacterium acnes
SRR6145058	k99_3454	k99_3454_7086-7914.1	NA	k99_3454_k99_3454_6	7086	7914	PF07021	0.50409	CL0063	NADP_Rossmann	MetW	Methionine biosynthesis protein MetW	1747	Cutibacterium acnes
SRR6145058	k99_3454	k99_3454_7086-7914.1	NA	k99_3454_k99_3454_6	7086	7914	PF08241	0.56875	CL0063	NADP_Rossmann	Methyltransf_11	Methyltransferase domain	1747	Cutibacterium acnes
SRR6145058	k99_3454	k99_3454_7086-7914.1	NA	k99_3454_k99_3454_6	7086	7914	PF08242	0.58996	CL0063	NADP_Rossmann	Methyltransf_12	Methyltransferase domain	1747	Cutibacterium acnes
SRR6145058	k99_3454	k99_3454_7086-7914.1	NA	k99_3454_k99_3454_6	7086	7914	PF13649	0.57622	CL0063	NADP_Rossmann	Methyltransf_25	Methyltransferase domain	1747	Cutibacterium acnes
SRR6145058	k99_7293	k99_7293_2-1338.1	antibacterial	k99_7293_k99_7293_1	2	500	PF01565	0.71677	CL0077	FAD_PCMH	FAD_binding_4	FAD binding domain	1747	Cutibacterium acnes
SRR6145058	k99_7293	k99_7293_2-1338.1	antibacterial	k99_7293_k99_7293_2	496	913	PF01575	0.6643	CL0050	HotDog	MaoC_dehydratas	MaoC like domain	1747	Cutibacterium acnes
SRR6145058	k99_7293	k99_7293_2-1338.1	antibacterial	k99_7293_k99_7293_2	496	913	PF13452	0.65331	CL0050	HotDog	MaoC_dehydrat_N	N-terminal half of MaoC dehydratase	1747	Cutibacterium acnes
SRR6145058	k99_7293	k99_7293_2-1338.1	antibacterial	k99_7293_k99_7293_3	909	1338	PF13452	0.64555	CL0050	HotDog	MaoC_dehydrat_N	N-terminal half of MaoC dehydratase	1747	Cutibacterium acnes
SRR6145058	k99_7355	k99_7355_79-3597.1	NA	k99_7355_k99_7355_2	79	1303	PF00745	0.62246	NA	NA	GlutR_dimer	Glutamyl-tRNAGlu reductase, dimerisation domain	1747	Cutibacterium acnes
SRR6145058	k99_7355	k99_7355_79-3597.1	NA	k99_7355_k99_7355_2	79	1303	PF01488	0.63592	CL0063	NADP_Rossmann	Shikimate_DH	Shikimate / quinate 5-dehydrogenase	1747	Cutibacterium acnes
SRR6145058	k99_7355	k99_7355_79-3597.1	NA	k99_7355_k99_7355_2	79	1303	PF05201	0.58373	NA	NA	GlutR_N	Glutamyl-tRNAGlu reductase, N-terminal domain	1747	Cutibacterium acnes
SRR6145058	k99_7355	k99_7355_79-3597.1	NA	k99_7355_k99_7355_3	1324	2605	PF01208	0.59407	CL0160	Methionine_synt	URO-D	Uroporphyrinogen decarboxylase (URO-D)	1747	Cutibacterium acnes
SRR6145058	k99_7355	k99_7355_79-3597.1	NA	k99_7355_k99_7355_4	2619	3597	PF01266	0.5548	CL0063	NADP_Rossmann	DAO	FAD dependent oxidoreductase	1747	Cutibacterium acnes
SRR6145058	k99_7355	k99_7355_79-3597.1	NA	k99_7355_k99_7355_4	2619	3597	PF07992	0.56033	CL0063	NADP_Rossmann	Pyr_redox_2	Pyridine nucleotide-disulphide oxidoreductase	1747	Cutibacterium acnes
SRR6145058	k99_7355	k99_7355_79-3597.1	NA	k99_7355_k99_7355_4	2619	3597	PF12831	0.55955	CL0063	NADP_Rossmann	FAD_oxidored	FAD dependent oxidoreductase	1747	Cutibacterium acnes
SRR6145058	k99_7355	k99_7355_79-3597.1	NA	k99_7355_k99_7355_4	2619	3597	PF00890	0.57259	CL0063	NADP_Rossmann	FAD_binding_2	FAD binding domain	1747	Cutibacterium acnes
SRR6145058	k99_7355	k99_7355_79-3597.1	NA	k99_7355_k99_7355_4	2619	3597	PF03486	0.55485	CL0063	NADP_Rossmann	HI0933_like	HI0933-like protein	1747	Cutibacterium acnes
SRR6145058	k99_7355	k99_7355_79-3597.1	NA	k99_7355_k99_7355_4	2619	3597	PF01134	0.50601	CL0063	NADP_Rossmann	GIDA	Glucose inhibited division protein A	1747	Cutibacterium acnes
SRR6145058	k99_7355	k99_7355_79-3597.1	NA	k99_7355_k99_7355_4	2619	3597	PF13450	0.55193	CL0063	NADP_Rossmann	NAD_binding_8	NAD(P)-binding Rossmann-like domain	1747	Cutibacterium acnes
SRR6145058	k99_7355	k99_7355_79-3597.1	NA	k99_7355_k99_7355_4	2619	3597	PF01593	0.58542	CL0063	NADP_Rossmann	Amino_oxidase	Flavin containing amine oxidoreductase	1747	Cutibacterium acnes
SRR6145058	k99_1558	k99_1558_0-837.1	antibacterial	k99_1558_k99_1558_1	0	837	PF02775	0.5969	CL0254	THDP-binding	TPP_enzyme_C	Thiamine pyrophosphate enzyme, C-terminal TPP binding domain	1234380	Cutibacterium acnes C1
SRR6145058	k99_7357	k99_7357_956-1193.1	antibacterial	k99_7357_k99_7357_2	956	1193	PF00728	0.50122	CL0058	Glyco_hydro_tim	Glyco_hydro_20	Glycosyl hydrolase family 20, catalytic domain	1747	Cutibacterium acnes
SRR6145058	k99_12002	k99_12002_445-1711.1	antibacterial	k99_12002_k99_12002_2	445	1711	PF12897	0.56119	CL0061	PLP_aminotran	Aminotran_MocR	Alanine-glyoxylate amino-transferase	1747	Cutibacterium acnes
SRR6145058	k99_12002	k99_12002_445-1711.1	antibacterial	k99_12002_k99_12002_2	445	1711	PF00155	0.54069	CL0061	PLP_aminotran	Aminotran_1_2	Aminotransferase class I and II	1747	Cutibacterium acnes
SRR6145058	k99_8107	k99_8107_317-2853.1	antibacterial	k99_8107_k99_8107_1	317	575	PF02467	0.61597	NA	NA	Whib	Transcription factor WhiB	1234380	Cutibacterium acnes C1
SRR6145058	k99_8107	k99_8107_317-2853.1	antibacterial	k99_8107_k99_8107_2	723	2853	PF00535	0.60196	CL0110	GT-A	Glycos_transf_2	Glycosyl transferase family 2	1234380	Cutibacterium acnes C1
SRR6145058	k99_8107	k99_8107_317-2853.1	antibacterial	k99_8107_k99_8107_2	723	2853	PF13641	0.58737	CL0110	GT-A	Glyco_tranf_2_3	Glycosyltransferase like family 2	1234380	Cutibacterium acnes C1
SRR6145058	k99_8170	k99_8170_1-1669.1	antibacterial	k99_8170_k99_8170_1	1	1111	PF04389	0.60339	CL0035	Peptidase_MH	Peptidase_M28	Peptidase family M28	1747	Cutibacterium acnes
SRR6145058	k99_8170	k99_8170_1-1669.1	antibacterial	k99_8170_k99_8170_1	1	1111	PF01546	0.57616	CL0035	Peptidase_MH	Peptidase_M20	Peptidase family M20/M25/M40	1747	Cutibacterium acnes
SRR6145058	k99_8170	k99_8170_1-1669.1	antibacterial	k99_8170_k99_8170_1	1	1111	PF07687	0.53156	NA	NA	M20_dimer	Peptidase dimerisation domain	1747	Cutibacterium acnes
SRR6145058	k99_8170	k99_8170_1-1669.1	antibacterial	k99_8170_k99_8170_3	1501	1669	PF11314	0.58041	NA	NA	DUF3117	Protein of unknown function (DUF3117)	1747	Cutibacterium acnes
SRR6145058	k99_5472	k99_5472_2-2200.1	antibacterial	k99_5472_k99_5472_1	2	932	PF02653	0.61475	CL0142	Membrane_trans	BPD_transp_2	Branched-chain amino acid transport system / permease component	1747	Cutibacterium acnes
SRR6145058	k99_5472	k99_5472_2-2200.1	antibacterial	k99_5472_k99_5472_2	928	2200	PF02653	0.58989	CL0142	Membrane_trans	BPD_transp_2	Branched-chain amino acid transport system / permease component	1747	Cutibacterium acnes
SRR6145058	k99_5214	k99_5214_1-1915.1	antibacterial	k99_5214_k99_5214_1	1	1915	PF13473	0.58396	CL0026	CU_oxidase	Cupredoxin_1	Cupredoxin-like domain	1747	Cutibacterium acnes
SRR6145058	k99_10199	k99_10199_7862-8144.1	antibacterial	k99_10199_k99_10199_14	7862	8144	PF11984	0.63702	NA	NA	DUF3485	Protein of unknown function (DUF3485)	9606	Homo sapiens
SRR6145058	k99_8881	k99_8881_1-3989.1	antibacterial	k99_8881_k99_8881_1	1	475	PF08051	0.67985	NA	NA	Ery_res_leader1	Erythromycin resistance leader peptide	1747	Cutibacterium acnes
SRR6145058	k99_8881	k99_8881_1-3989.1	antibacterial	k99_8881_k99_8881_2	471	1440	PF07584	0.72052	NA	NA	BatA	Aerotolerance regulator N-terminal	1747	Cutibacterium acnes
SRR6145058	k99_8881	k99_8881_1-3989.1	antibacterial	k99_8881_k99_8881_2	471	1440	PF13768	0.74692	CL0128	vWA-like	VWA_3	von Willebrand factor type A domain	1747	Cutibacterium acnes
SRR6145058	k99_8881	k99_8881_1-3989.1	antibacterial	k99_8881_k99_8881_2	471	1440	PF00092	0.7678	CL0128	vWA-like	VWA	von Willebrand factor type A domain	1747	Cutibacterium acnes
SRR6145058	k99_8881	k99_8881_1-3989.1	antibacterial	k99_8881_k99_8881_2	471	1440	PF13519	0.76161	CL0128	vWA-like	VWA_2	von Willebrand factor type A domain	1747	Cutibacterium acnes
SRR6145058	k99_8881	k99_8881_1-3989.1	antibacterial	k99_8881_k99_8881_3	1436	2393	PF00092	0.79257	CL0128	vWA-like	VWA	von Willebrand factor type A domain	1747	Cutibacterium acnes
SRR6145058	k99_8881	k99_8881_1-3989.1	antibacterial	k99_8881_k99_8881_3	1436	2393	PF13519	0.76815	CL0128	vWA-like	VWA_2	von Willebrand factor type A domain	1747	Cutibacterium acnes
SRR6145058	k99_8881	k99_8881_1-3989.1	antibacterial	k99_8881_k99_8881_4	2441	3158	PF01168	0.73035	CL0036	TIM_barrel	Ala_racemase_N	Alanine racemase, N-terminal domain	1747	Cutibacterium acnes
SRR6145058	k99_8881	k99_8881_1-3989.1	antibacterial	k99_8881_k99_8881_5	3235	3733	PF11343	0.78744	NA	NA	DUF3145	Protein of unknown function (DUF3145)	1747	Cutibacterium acnes
SRR6145058	k99_8881	k99_8881_1-3989.1	antibacterial	k99_8881_k99_8881_6	3818	3989	PF16197	0.82623	CL0046	Thiolase	KAsynt_C_assoc	Ketoacyl-synthetase C-terminal extension	1747	Cutibacterium acnes
SRR6145058	k99_10078	k99_10078_306-690.1	antibacterial	k99_10078_k99_10078_3	306	690	PF01648	0.6285	CL0670	4PPT	ACPS	4'-phosphopantetheinyl transferase superfamily	1234380	Cutibacterium acnes C1
SRR6145058	k99_7609	k99_7609_1352-1664.1	antibacterial	k99_7609_k99_7609_1	1352	1664	PF15288	0.52866	CL0511	Retroviral_zf	zf-CCHC_6	Zinc knuckle	9606	Homo sapiens
SRR6145058	k99_9889	k99_9889_2-1768.1	antibacterial	k99_9889_k99_9889_1	2	779	PF00664	0.71641	CL0241	ABC_membrane	ABC_membrane	ABC transporter transmembrane region	1747	Cutibacterium acnes
SRR6145058	k99_9889	k99_9889_2-1768.1	antibacterial	k99_9889_k99_9889_2	775	1768	PF02463	0.49538	CL0023	P-loop_NTPase	SMC_N	RecF/RecN/SMC N terminal domain	1747	Cutibacterium acnes
SRR6145058	k99_9889	k99_9889_2-1768.1	antibacterial	k99_9889_k99_9889_2	775	1768	PF13558	0.45998	CL0023	P-loop_NTPase	SbcCD_C	Putative exonuclease SbcCD, C subunit	1747	Cutibacterium acnes
SRR6145058	k99_9889	k99_9889_2-1768.1	antibacterial	k99_9889_k99_9889_2	775	1768	PF00005	0.55259	CL0023	P-loop_NTPase	ABC_tran	ABC transporter	1747	Cutibacterium acnes
SRR6145058	k99_9889	k99_9889_2-1768.1	antibacterial	k99_9889_k99_9889_2	775	1768	PF13191	0.60203	CL0023	P-loop_NTPase	AAA_16	AAA ATPase domain	1747	Cutibacterium acnes
SRR6145058	k99_9114	k99_9114_2-3301.1	antibacterial	k99_9114_k99_9114_1	2	596	PF00890	0.8417	CL0063	NADP_Rossmann	FAD_binding_2	FAD binding domain	1747	Cutibacterium acnes
SRR6145058	k99_9114	k99_9114_2-3301.1	antibacterial	k99_9114_k99_9114_2	583	1351	PF00890	0.82793	CL0063	NADP_Rossmann	FAD_binding_2	FAD binding domain	1747	Cutibacterium acnes
SRR6145058	k99_9114	k99_9114_2-3301.1	antibacterial	k99_9114_k99_9114_3	1334	1694	PF00890	0.81344	CL0063	NADP_Rossmann	FAD_binding_2	FAD binding domain	1747	Cutibacterium acnes
SRR6145058	k99_9114	k99_9114_2-3301.1	antibacterial	k99_9114_k99_9114_3	1334	1694	PF07992	0.83181	CL0063	NADP_Rossmann	Pyr_redox_2	Pyridine nucleotide-disulphide oxidoreductase	1747	Cutibacterium acnes
SRR6145058	k99_9114	k99_9114_2-3301.1	antibacterial	k99_9114_k99_9114_4	1695	2472	PF13561	0.82901	CL0063	NADP_Rossmann	adh_short_C2	Enoyl-(Acyl carrier protein) reductase	1747	Cutibacterium acnes
SRR6145058	k99_9114	k99_9114_2-3301.1	antibacterial	k99_9114_k99_9114_4	1695	2472	PF00106	0.83841	CL0063	NADP_Rossmann	adh_short	short chain dehydrogenase	1747	Cutibacterium acnes
SRR6145058	k99_9114	k99_9114_2-3301.1	antibacterial	k99_9114_k99_9114_4	1695	2472	PF08659	0.83601	CL0063	NADP_Rossmann	KR	KR domain	1747	Cutibacterium acnes
SRR6145058	k99_9114	k99_9114_2-3301.1	antibacterial	k99_9114_k99_9114_5	2674	3301	PF01081	0.72678	CL0036	TIM_barrel	Aldolase	KDPG and KHG aldolase	1747	Cutibacterium acnes
SRR6145058	k99_6862	k99_6862_211-6346.1	antibacterial	k99_6862_k99_6862_2	211	1228	PF13602	0.57879	CL0063	NADP_Rossmann	ADH_zinc_N_2	Zinc-binding dehydrogenase	1747	Cutibacterium acnes
SRR6145058	k99_6862	k99_6862_211-6346.1	antibacterial	k99_6862_k99_6862_2	211	1228	PF00107	0.60258	CL0063	NADP_Rossmann	ADH_zinc_N	Zinc-binding dehydrogenase	1747	Cutibacterium acnes
SRR6145058	k99_6862	k99_6862_211-6346.1	antibacterial	k99_6862_k99_6862_2	211	1228	PF16884	0.57901	CL0296	GroES	ADH_N_2	N-terminal domain of oxidoreductase	1747	Cutibacterium acnes
SRR6145058	k99_6862	k99_6862_211-6346.1	antibacterial	k99_6862_k99_6862_3	1345	1861	PF01661	0.53795	CL0223	MACRO	Macro	Macro domain	1747	Cutibacterium acnes
SRR6145058	k99_6862	k99_6862_211-6346.1	antibacterial	k99_6862_k99_6862_4	1891	2254	PF04343	0.57944	NA	NA	DUF488	Protein of unknown function, DUF488	1747	Cutibacterium acnes
SRR6145058	k99_6862	k99_6862_211-6346.1	antibacterial	k99_6862_k99_6862_5	2278	3067	PF09335	0.56158	NA	NA	SNARE_assoc	SNARE associated Golgi protein	1747	Cutibacterium acnes
SRR6145058	k99_6862	k99_6862_211-6346.1	antibacterial	k99_6862_k99_6862_6	3228	4065	PF00005	0.65642	CL0023	P-loop_NTPase	ABC_tran	ABC transporter	1747	Cutibacterium acnes
SRR6145058	k99_6862	k99_6862_211-6346.1	antibacterial	k99_6862_k99_6862_6	3228	4065	PF01078	0.62366	CL0023	P-loop_NTPase	Mg_chelatase	Magnesium chelatase, subunit ChlI	1747	Cutibacterium acnes
SRR6145058	k99_6862	k99_6862_211-6346.1	antibacterial	k99_6862_k99_6862_6	3228	4065	PF06414	0.68133	CL0023	P-loop_NTPase	Zeta_toxin	Zeta toxin	1747	Cutibacterium acnes
SRR6145058	k99_6862	k99_6862_211-6346.1	antibacterial	k99_6862_k99_6862_6	3228	4065	PF13191	0.71437	CL0023	P-loop_NTPase	AAA_16	AAA ATPase domain	1747	Cutibacterium acnes
SRR6145058	k99_6862	k99_6862_211-6346.1	antibacterial	k99_6862_k99_6862_7	4061	4709	PF00528	0.63886	CL0404	BPD_transp_1	BPD_transp_1	Binding-protein-dependent transport system inner membrane component	1747	Cutibacterium acnes
SRR6145058	k99_6862	k99_6862_211-6346.1	antibacterial	k99_6862_k99_6862_8	4705	5401	PF00528	0.60355	CL0404	BPD_transp_1	BPD_transp_1	Binding-protein-dependent transport system inner membrane component	1747	Cutibacterium acnes
SRR6145058	k99_6862	k99_6862_211-6346.1	antibacterial	k99_6862_k99_6862_9	5422	6346	PF04069	0.60492	CL0177	PBP	OpuAC	Substrate binding domain of ABC-type glycine betaine transport system	1747	Cutibacterium acnes
SRR6145058	k99_8364	k99_8364_2-224.1	antibacterial	k99_8364_k99_8364_1	2	224	PF02550	0.54133	CL0246	ISOCOT_Fold	AcetylCoA_hydro	Acetyl-CoA hydrolase/transferase N-terminal domain	1747	Cutibacterium acnes
SRR6145058	k99_8364	k99_8364_2-224.1	antibacterial	k99_8364_k99_8364_1	2	224	PF01144	0.5051	CL0246	ISOCOT_Fold	CoA_trans	Coenzyme A transferase	1747	Cutibacterium acnes
SRR6145058	k99_9738	k99_9738_1-1063.1	antibacterial	k99_9738_k99_9738_1	1	1063	PF00171	0.62707	CL0099	ALDH-like	Aldedh	Aldehyde dehydrogenase family	1747	Cutibacterium acnes
SRR6145058	k99_2510	k99_2510_699-1947.1	antibacterial	k99_2510_k99_2510_2	699	1947	PF00561	0.53659	CL0028	AB_hydrolase	Abhydrolase_1	alpha/beta hydrolase fold	1747	Cutibacterium acnes
SRR6145058	k99_2510	k99_2510_699-1947.1	antibacterial	k99_2510_k99_2510_2	699	1947	PF12146	0.51462	CL0028	AB_hydrolase	Hydrolase_4	Serine aminopeptidase, S33	1747	Cutibacterium acnes
SRR6145058	k99_8441	k99_8441_815-1562.1	antibacterial	k99_8441_k99_8441_2	815	1562	PF01497	0.6134	CL0043	Chelatase	Peripla_BP_2	Periplasmic binding protein	1747	Cutibacterium acnes
SRR6145058	k99_8116	k99_8116_2-1173.1	antibacterial	k99_8116_k99_8116_1	2	425	PF03995	0.79538	CL0333	gCrystallin	Inhibitor_I36	Peptidase inhibitor family I36	1747	Cutibacterium acnes
SRR6145058	k99_8116	k99_8116_2-1173.1	antibacterial	k99_8116_k99_8116_2	498	1173	PF03193	0.48586	CL0023	P-loop_NTPase	RsgA_GTPase	RsgA GTPase	1747	Cutibacterium acnes
SRR6145058	k99_8116	k99_8116_2-1173.1	antibacterial	k99_8116_k99_8116_2	498	1173	PF13555	0.52232	CL0023	P-loop_NTPase	AAA_29	P-loop containing region of AAA domain	1747	Cutibacterium acnes
SRR6145058	k99_8116	k99_8116_2-1173.1	antibacterial	k99_8116_k99_8116_2	498	1173	PF13476	0.52895	CL0023	P-loop_NTPase	AAA_23	AAA domain	1747	Cutibacterium acnes
SRR6145058	k99_8116	k99_8116_2-1173.1	antibacterial	k99_8116_k99_8116_2	498	1173	PF00005	0.58741	CL0023	P-loop_NTPase	ABC_tran	ABC transporter	1747	Cutibacterium acnes
SRR6145058	k99_8116	k99_8116_2-1173.1	antibacterial	k99_8116_k99_8116_2	498	1173	PF02463	0.56204	CL0023	P-loop_NTPase	SMC_N	RecF/RecN/SMC N terminal domain	1747	Cutibacterium acnes
SRR6145058	k99_8116	k99_8116_2-1173.1	antibacterial	k99_8116_k99_8116_2	498	1173	PF13401	0.59589	CL0023	P-loop_NTPase	AAA_22	AAA domain	1747	Cutibacterium acnes
SRR6145058	k99_8116	k99_8116_2-1173.1	antibacterial	k99_8116_k99_8116_2	498	1173	PF13191	0.63786	CL0023	P-loop_NTPase	AAA_16	AAA ATPase domain	1747	Cutibacterium acnes
SRR6145058	k99_9739	k99_9739_2-1100.1	antibacterial	k99_9739_k99_9739_1	2	1100	PF13440	0.56101	CL0222	MviN_MATE	Polysacc_synt_3	Polysaccharide biosynthesis protein	1747	Cutibacterium acnes
SRR6145058	k99_8558	k99_8558_1578-4026.1	antibacterial	k99_8558_k99_8558_3	1578	2337	PF13191	0.4365	CL0023	P-loop_NTPase	AAA_16	AAA ATPase domain	1747	Cutibacterium acnes
SRR6145058	k99_8558	k99_8558_1578-4026.1	antibacterial	k99_8558_k99_8558_3	1578	2337	PF02463	0.41573	CL0023	P-loop_NTPase	SMC_N	RecF/RecN/SMC N terminal domain	1747	Cutibacterium acnes
SRR6145058	k99_8558	k99_8558_1578-4026.1	antibacterial	k99_8558_k99_8558_3	1578	2337	PF00005	0.5234	CL0023	P-loop_NTPase	ABC_tran	ABC transporter	1747	Cutibacterium acnes
SRR6145058	k99_8558	k99_8558_1578-4026.1	antibacterial	k99_8558_k99_8558_3	1578	2337	PF00735	0.43623	CL0023	P-loop_NTPase	Septin	Septin	1747	Cutibacterium acnes
SRR6145058	k99_8558	k99_8558_1578-4026.1	antibacterial	k99_8558_k99_8558_3	1578	2337	PF03193	0.53959	CL0023	P-loop_NTPase	RsgA_GTPase	RsgA GTPase	1747	Cutibacterium acnes
SRR6145058	k99_8558	k99_8558_1578-4026.1	antibacterial	k99_8558_k99_8558_3	1578	2337	PF03308	0.57049	CL0023	P-loop_NTPase	MeaB	Methylmalonyl Co-A mutase-associated GTPase MeaB	1747	Cutibacterium acnes
SRR6145058	k99_8558	k99_8558_1578-4026.1	antibacterial	k99_8558_k99_8558_3	1578	2337	PF01926	0.52447	CL0023	P-loop_NTPase	MMR_HSR1	50S ribosome-binding GTPase	1747	Cutibacterium acnes
SRR6145058	k99_8558	k99_8558_1578-4026.1	antibacterial	k99_8558_k99_8558_3	1578	2337	PF13514	0.57745	CL0023	P-loop_NTPase	AAA_27	AAA domain	1747	Cutibacterium acnes
SRR6145058	k99_8558	k99_8558_1578-4026.1	antibacterial	k99_8558_k99_8558_3	1578	2337	PF13304	0.59503	CL0023	P-loop_NTPase	AAA_21	AAA domain, putative AbiEii toxin, Type IV TA system	1747	Cutibacterium acnes
SRR6145058	k99_8558	k99_8558_1578-4026.1	antibacterial	k99_8558_k99_8558_3	1578	2337	PF13476	0.53614	CL0023	P-loop_NTPase	AAA_23	AAA domain	1747	Cutibacterium acnes
SRR6145058	k99_8558	k99_8558_1578-4026.1	antibacterial	k99_8558_k99_8558_3	1578	2337	PF13555	0.50797	CL0023	P-loop_NTPase	AAA_29	P-loop containing region of AAA domain	1747	Cutibacterium acnes
SRR6145058	k99_8558	k99_8558_1578-4026.1	antibacterial	k99_8558_k99_8558_4	2333	3434	PF01032	0.50425	CL0142	Membrane_trans	FecCD	FecCD transport family	1747	Cutibacterium acnes
SRR6145058	k99_8558	k99_8558_1578-4026.1	antibacterial	k99_8558_k99_8558_5	3618	4026	PF04954	0.59263	CL0091	NAD_Ferredoxin	SIP	Siderophore-interacting protein	1747	Cutibacterium acnes
SRR6145058	k99_1815	k99_1815_2-1457.1	antibacterial	k99_1815_k99_1815_1	2	1457	PF01642	0.57278	NA	NA	MM_CoA_mutase	Methylmalonyl-CoA mutase	1747	Cutibacterium acnes
SRR6145058	k99_9701	k99_9701_151-457.1	antibacterial	k99_9701_k99_9701_1	151	457	PF02826	0.58383	CL0063	NADP_Rossmann	2-Hacid_dh_C	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain	1747	Cutibacterium acnes
SRR6145058	k99_7494	k99_7494_0-1687.1	antibacterial	k99_7494_k99_7494_1	0	363	PF09335	0.59283	NA	NA	SNARE_assoc	SNARE associated Golgi protein	1747	Cutibacterium acnes
SRR6145058	k99_7494	k99_7494_0-1687.1	antibacterial	k99_7494_k99_7494_2	385	1687	PF00815	0.55546	CL0099	ALDH-like	Histidinol_dh	Histidinol dehydrogenase	1747	Cutibacterium acnes
SRR6145058	k99_2767	k99_2767_0-1080.1	antibacterial	k99_2767_k99_2767_1	0	1080	PF07690	0.61863	CL0015	MFS	MFS_1	Major Facilitator Superfamily	1747	Cutibacterium acnes
SRR6145058	k99_9745	k99_9745_2-1182.1	antibacterial	k99_9745_k99_9745_1	2	635	PF00348	0.6936	CL0613	Terp_synthase	polyprenyl_synt	Polyprenyl synthetase	1747	Cutibacterium acnes
SRR6145058	k99_9745	k99_9745_2-1182.1	antibacterial	k99_9745_k99_9745_2	852	1182	PF02219	0.67131	CL0086	FAD_oxidored	MTHFR	Methylenetetrahydrofolate reductase	1747	Cutibacterium acnes
SRR6145058	k99_6411	k99_6411_220-3341.1	inhibitor	k99_6411_k99_6411_2	220	1960	PF00550	0.96571	CL0314	PP-binding	PP-binding	Phosphopantetheine attachment site	1234380	Cutibacterium acnes C1
SRR6145058	k99_6411	k99_6411_220-3341.1	inhibitor	k99_6411_k99_6411_2	220	1960	PF00501	0.93821	CL0378	ANL	AMP-binding	AMP-binding enzyme	1234380	Cutibacterium acnes C1
SRR6145058	k99_6411	k99_6411_220-3341.1	inhibitor	k99_6411_k99_6411_3	1982	3341	PF00668	0.95539	CL0149	CoA-acyltrans	Condensation	Condensation domain	1234380	Cutibacterium acnes C1
